"","X","Gene.Name","D0.vs..D25.Log2.Fold.Change","D0.vs..D25.p.value","pval","log2fc","labels","sig"
"2900",2883,"COASY",0.690969127,0.161561829,0.161561829,0.690969127,"COASY","Not Sig"
"2901",4015,"CAMSAP3",0.690854453,0.155152015,0.155152015,0.690854453,"CAMSAP3","Not Sig"
"2902",16383,"CD151",0.690685727,0.148585233,0.148585233,0.690685727,"CD151","Not Sig"
"2903",28226,"LINC02052",0.690205462,0.188515159,0.188515159,0.690205462,"LINC02052","Not Sig"
"2904",69302,"MIR4760",0.690019937,0.216749228,0.216749228,0.690019937,"MIR4760","Not Sig"
"2905",23799,"LOC730668",0.689980735,0.163013123,0.163013123,0.689980735,"LOC730668","Not Sig"
"2906",63246,"TMEM238",0.689588425,0.145999002,0.145999002,0.689588425,"TMEM238","Not Sig"
"2907",31099,"ZNF497",0.689310747,0.149751746,0.149751746,0.689310747,"ZNF497","Not Sig"
"2908",1640,"SDC3",0.689168793,0.155059953,0.155059953,0.689168793,"SDC3","Not Sig"
"2909",14641,"CFAP97",0.688904284,0.15693995,0.15693995,0.688904284,"CFAP97","Not Sig"
"2910",585,"OBSCN",0.688894703,0.160529767,0.160529767,0.688894703,"OBSCN","Not Sig"
"2911",42092,"LOC100289580",0.688857199,0.174447192,0.174447192,0.688857199,"LOC100289580","Not Sig"
"2912",48048,"HSD3B7",0.688804556,0.152337978,0.152337978,0.688804556,"HSD3B7","Not Sig"
"2913",32914,"MIR8088",0.68868739,0.234274334,0.234274334,0.68868739,"MIR8088","Not Sig"
"2914",52760,"SLC3A1",0.68868739,0.234274334,0.234274334,0.68868739,"SLC3A1","Not Sig"
"2915",17579,"PYCR1",0.688628229,0.154563109,0.154563109,0.688628229,"PYCR1","Not Sig"
"2916",70657,"NOL4L-DT",0.688339857,0.156510219,0.156510219,0.688339857,"NOL4L-DT","Not Sig"
"2917",21681,"LOC100996349",0.68823487,0.20322437,0.20322437,0.68823487,"LOC100996349","Not Sig"
"2918",27468,"UXT",0.687633005,0.155135459,0.155135459,0.687633005,"UXT","Not Sig"
"2919",7084,"SIRT6",0.68749753,0.164024421,0.164024421,0.68749753,"SIRT6","Not Sig"
"2920",1270,"RRP1B",0.687043362,0.162540436,0.162540436,0.687043362,"RRP1B","Not Sig"
"2921",52305,"FFAR1",0.687040816,0.173047472,0.173047472,0.687040816,"FFAR1","Not Sig"
"2922",2379,"CEACAM20",0.687020982,0.215934685,0.215934685,0.687020982,"CEACAM20","Not Sig"
"2923",34493,"OR5M9",0.687020982,0.215934685,0.215934685,0.687020982,"OR5M9","Not Sig"
"2924",41936,"LINC02439",0.687020982,0.215934685,0.215934685,0.687020982,"LINC02439","Not Sig"
"2925",26847,"BEND3P3",0.686970597,0.338488642,0.338488642,0.686970597,"BEND3P3","Not Sig"
"2926",48535,"RGPD3",0.686970597,0.338488642,0.338488642,0.686970597,"RGPD3","Not Sig"
"2927",14574,"SPTBN4",0.686874753,0.148196835,0.148196835,0.686874753,"SPTBN4","Not Sig"
"2928",26960,"MAZ",0.686700378,0.143259955,0.143259955,0.686700378,"MAZ","Not Sig"
"2929",6685,"USP17L10",0.686700147,0.802433132,0.802433132,0.686700147,"USP17L10","Not Sig"
"2930",16392,"ANXA8L1",0.686700147,0.802433132,0.802433132,0.686700147,"ANXA8L1","Not Sig"
"2931",23249,"RNVU1-4",0.686700147,0.802433132,0.802433132,0.686700147,"RNVU1-4","Not Sig"
"2932",1491,"FOXG1-AS1",0.686680405,0.144589473,0.144589473,0.686680405,"FOXG1-AS1","Not Sig"
"2933",51716,"FAM81A",0.686408002,0.158524886,0.158524886,0.686408002,"FAM81A","Not Sig"
"2934",39866,"ZNF823",0.686135805,0.157712659,0.157712659,0.686135805,"ZNF823","Not Sig"
"2935",42526,"TOMM40",0.686128157,0.14496738,0.14496738,0.686128157,"TOMM40","Not Sig"
"2936",39577,"LINC01451",0.6857828,0.166793544,0.166793544,0.6857828,"LINC01451","Not Sig"
"2937",12662,"TMEM50B",0.685512387,0.147763108,0.147763108,0.685512387,"TMEM50B","Not Sig"
"2938",14173,"RFC5",0.685366258,0.154340637,0.154340637,0.685366258,"RFC5","Not Sig"
"2939",29393,"PAEP",0.685172453,0.1947782,0.1947782,0.685172453,"PAEP","Not Sig"
"2940",36292,"TEX51",0.685172453,0.1947782,0.1947782,0.685172453,"TEX51","Not Sig"
"2941",47535,"RAI1-AS1",0.684988786,0.177345503,0.177345503,0.684988786,"RAI1-AS1","Not Sig"
"2942",30384,"MAFB",0.684897243,0.1457668,0.1457668,0.684897243,"MAFB","Not Sig"
"2943",20458,"LINC01535",0.684820943,0.251137967,0.251137967,0.684820943,"LINC01535","Not Sig"
"2944",54625,"KRTAP4-6",0.684820943,0.251137967,0.251137967,0.684820943,"KRTAP4-6","Not Sig"
"2945",71780,"MIR643",0.684820943,0.251137967,0.251137967,0.684820943,"MIR643","Not Sig"
"2946",15076,"TMEM97",0.684757824,0.152651919,0.152651919,0.684757824,"TMEM97","Not Sig"
"2947",45886,"LOC101930010",0.684633565,0.145542014,0.145542014,0.684633565,"LOC101930010","Not Sig"
"2948",74730,"DIP2C",0.684403749,0.150058322,0.150058322,0.684403749,"DIP2C","Not Sig"
"2949",1570,"TDRD6",0.6841703,0.1829565,0.1829565,0.6841703,"TDRD6","Not Sig"
"2950",30362,"BHMG1",0.6841703,0.1829565,0.1829565,0.6841703,"BHMG1","Not Sig"
"2951",66739,"MAGEC2",0.6841703,0.1829565,0.1829565,0.6841703,"MAGEC2","Not Sig"
"2952",62670,"XAB2",0.684151647,0.159747056,0.159747056,0.684151647,"XAB2","Not Sig"
"2953",46915,"TDRKH-AS1",0.683976092,0.149658127,0.149658127,0.683976092,"TDRKH-AS1","Not Sig"
"2954",18142,"DUS1L",0.683954792,0.176116348,0.176116348,0.683954792,"DUS1L","Not Sig"
"2955",11216,"IGF2R",0.683893739,0.153128048,0.153128048,0.683893739,"IGF2R","Not Sig"
"2956",3508,"LOC100129935",0.683781402,0.225326261,0.225326261,0.683781402,"LOC100129935","Not Sig"
