"","X","Gene.Name","D0.vs..D45.Log2.Fold.Change","D0.vs..D45.p.value","pval","log2fc","labels","sig"
"89",238,"COLEC11",-3.309312336,5.21e-09,5.21e-09,-3.309312336,"COLEC11","Down"
"90",242,"ZNF365",2.920461688,5.53e-09,5.53e-09,2.920461688,"ZNF365","Up"
"91",243,"GNA12",-3.274400206,5.64e-09,5.64e-09,-3.274400206,"GNA12","Down"
"92",244,"ZNF519",2.982211979,5.96e-09,5.96e-09,2.982211979,"ZNF519","Up"
"93",246,"IRF6",-2.949342106,6.37e-09,6.37e-09,-2.949342106,"IRF6","Down"
"94",249,"ASXL3",2.888836388,6.79e-09,6.79e-09,2.888836388,"ASXL3","Up"
"95",250,"LOC283045",2.896646402,6.92e-09,6.92e-09,2.896646402,"LOC283045","Up"
"96",252,"CCDC153",-3.143623575,7.36e-09,7.36e-09,-3.143623575,"CCDC153","Down"
"97",253,"MIR4307HG",2.978323459,7.81e-09,7.81e-09,2.978323459,"MIR4307HG","Up"
"98",254,"GABRB3",2.90102752,7.92e-09,7.92e-09,2.90102752,"GABRB3","Up"
"99",255,"ISG20",-3.261644307,8.39e-09,8.39e-09,-3.261644307,"ISG20","Down"
"100",259,"LOC100507071",-3.447853775,8.51e-09,8.51e-09,-3.447853775,"LOC100507071","Down"
"101",260,"SYNPO2",-2.994283748,8.81e-09,8.81e-09,-2.994283748,"SYNPO2","Down"
"102",261,"NRIP1",2.881576856,8.87e-09,8.87e-09,2.881576856,"NRIP1","Up"
"103",262,"RAB25",-3.138684232,9.13e-09,9.13e-09,-3.138684232,"RAB25","Down"
"104",265,"PRKD1",2.859880352,9.68e-09,9.68e-09,2.859880352,"PRKD1","Up"
"105",267,"PIWIL2",-3.366033182,1.04e-08,1.04e-08,-3.366033182,"PIWIL2","Down"
