"","X","Gene.Name","D0.vs..D45.Log2.Fold.Change","D0.vs..D45.p.value","pval","log2fc","labels","sig"
"1967",4474,"LINC01300",-2.176977578,5.93e-05,5.93e-05,-2.176977578,"LINC01300","Down"
"1968",4475,"MIR4292",-2.226726474,5.93e-05,5.93e-05,-2.226726474,"MIR4292","Down"
"1969",4476,"BSX",-1.995146413,5.93e-05,5.93e-05,-1.995146413,"BSX","Down"
"1970",4477,"LOC100507250",1.956019213,5.94e-05,5.94e-05,1.956019213,"LOC100507250","Up"
"1971",4479,"CISD2",1.918689986,5.95e-05,5.95e-05,1.918689986,"CISD2","Up"
"1972",4480,"IL17B",-2.128767108,5.95e-05,5.95e-05,-2.128767108,"IL17B","Down"
"1973",4481,"CILP",-2.128767108,5.95e-05,5.95e-05,-2.128767108,"CILP","Down"
"1974",4482,"IL23A",-2.161395956,5.99e-05,5.99e-05,-2.161395956,"IL23A","Down"
"1975",4483,"FBXO39",-2.275545285,5.99e-05,5.99e-05,-2.275545285,"FBXO39","Down"
"1976",4484,"UGT1A6",-2.275545285,5.99e-05,5.99e-05,-2.275545285,"UGT1A6","Down"
"1977",4485,"NKG7",-2.275545285,5.99e-05,5.99e-05,-2.275545285,"NKG7","Down"
"1978",4487,"MARK2",-2.083601173,6.01e-05,6.01e-05,-2.083601173,"MARK2","Down"
"1979",4488,"AK3",1.927924653,6.01e-05,6.01e-05,1.927924653,"AK3","Up"
"1980",4490,"BCL10",1.913533612,6.03e-05,6.03e-05,1.913533612,"BCL10","Up"
"1981",4492,"MIR5699",-2.207965102,6.04e-05,6.04e-05,-2.207965102,"MIR5699","Down"
"1982",4493,"MIR5587",-2.113920074,6.04e-05,6.04e-05,-2.113920074,"MIR5587","Down"
"1983",4499,"CA5A",-2.456283652,6.1e-05,6.1e-05,-2.456283652,"CA5A","Down"
"1984",4502,"C7orf71",-2.392654388,6.1e-05,6.1e-05,-2.392654388,"C7orf71","Down"
"1985",4503,"BPIFA3",-2.392654388,6.1e-05,6.1e-05,-2.392654388,"BPIFA3","Down"
"1986",4505,"LOC101928168",-2.456283652,6.1e-05,6.1e-05,-2.456283652,"LOC101928168","Down"
"1987",4506,"GCNT3",-2.392654388,6.1e-05,6.1e-05,-2.392654388,"GCNT3","Down"
"1988",4509,"MACROD2",1.913472098,6.12e-05,6.12e-05,1.913472098,"MACROD2","Up"
"1989",4512,"RASL12",-2.133808412,6.13e-05,6.13e-05,-2.133808412,"RASL12","Down"
"1990",4513,"SEPTIN3",-2.111151537,6.13e-05,6.13e-05,-2.111151537,"SEPTIN3","Down"
"1991",4514,"ZC3H18-AS1",-2.111151537,6.13e-05,6.13e-05,-2.111151537,"ZC3H18-AS1","Down"
"1992",4515,"PAQR7",-2.186115607,6.13e-05,6.13e-05,-2.186115607,"PAQR7","Down"
"1993",4516,"WDR49",-1.99392949,6.14e-05,6.14e-05,-1.99392949,"WDR49","Down"
"1994",4519,"SNORA71B",-2.20617964,6.15e-05,6.15e-05,-2.20617964,"SNORA71B","Down"
"1995",4520,"MIR6731",-2.240797292,6.15e-05,6.15e-05,-2.240797292,"MIR6731","Down"
"1996",4522,"SLC25A34-AS1",-2.20617964,6.15e-05,6.15e-05,-2.20617964,"SLC25A34-AS1","Down"
"1997",4524,"MIR3914-2",2.199948666,6.15e-05,6.15e-05,2.199948666,"MIR3914-2","Up"
"1998",4535,"ARMCX5",1.992969767,6.16e-05,6.16e-05,1.992969767,"ARMCX5","Up"
"1999",4538,"LINC01725",-2.037900274,6.19e-05,6.19e-05,-2.037900274,"LINC01725","Down"
"2000",4539,"NFE2L3",-1.968297227,6.21e-05,6.21e-05,-1.968297227,"NFE2L3","Down"
"2001",4540,"NPLOC4",-2.297347629,6.22e-05,6.22e-05,-2.297347629,"NPLOC4","Down"
"2002",4547,"MIR2277",1.924243361,6.25e-05,6.25e-05,1.924243361,"MIR2277","Up"
"2003",4548,"LOC646626",1.909315471,6.25e-05,6.25e-05,1.909315471,"LOC646626","Up"
"2004",4549,"TERF1",1.92104572,6.25e-05,6.25e-05,1.92104572,"TERF1","Up"
"2005",4553,"LOC101059948",-2.036418957,6.26e-05,6.26e-05,-2.036418957,"LOC101059948","Down"
"2006",4554,"PTPRF",-2.221175663,6.26e-05,6.26e-05,-2.221175663,"PTPRF","Down"
"2007",4557,"OR1A2",-2.440865544,6.27e-05,6.27e-05,-2.440865544,"OR1A2","Down"
"2008",4558,"FKBP6",-2.80213109,6.27e-05,6.27e-05,-2.80213109,"FKBP6","Down"
"2009",4559,"PCDHA9",-2.678506699,6.27e-05,6.27e-05,-2.678506699,"PCDHA9","Down"
"2010",4561,"HLA-DQA1",-2.678506699,6.27e-05,6.27e-05,-2.678506699,"HLA-DQA1","Down"
"2011",4562,"OCM",-2.678506699,6.27e-05,6.27e-05,-2.678506699,"OCM","Down"
"2012",4566,"ZFYVE16",1.924677576,6.28e-05,6.28e-05,1.924677576,"ZFYVE16","Up"
"2013",4574,"SPOPL",1.914563046,6.33e-05,6.33e-05,1.914563046,"SPOPL","Up"
"2014",4575,"C22orf15",-2.09496244,6.34e-05,6.34e-05,-2.09496244,"C22orf15","Down"
"2015",4577,"DMKN",-2.050280231,6.34e-05,6.34e-05,-2.050280231,"DMKN","Down"
"2016",4579,"PTPRCAP",-2.050280231,6.34e-05,6.34e-05,-2.050280231,"PTPRCAP","Down"
"2017",4580,"HHIP-AS1",1.922691806,6.34e-05,6.34e-05,1.922691806,"HHIP-AS1","Up"
"2018",4581,"TTLL2",-2.274801829,6.34e-05,6.34e-05,-2.274801829,"TTLL2","Down"
"2019",4582,"HPN",-2.007748148,6.35e-05,6.35e-05,-2.007748148,"HPN","Down"
"2020",4584,"GABRP",-2.196371806,6.35e-05,6.35e-05,-2.196371806,"GABRP","Down"
"2021",4585,"CARHSP1",-2.196371806,6.35e-05,6.35e-05,-2.196371806,"CARHSP1","Down"
"2022",4590,"TRDMT1",1.92488571,6.38e-05,6.38e-05,1.92488571,"TRDMT1","Up"
"2023",4592,"HHIP",1.919226586,6.44e-05,6.44e-05,1.919226586,"HHIP","Up"
"2024",4593,"TTLL7",1.913635315,6.44e-05,6.44e-05,1.913635315,"TTLL7","Up"
"2025",4597,"FGGY",-2.323202727,6.47e-05,6.47e-05,-2.323202727,"FGGY","Down"
"2026",4599,"TBC1D21",-2.323202727,6.47e-05,6.47e-05,-2.323202727,"TBC1D21","Down"
"2027",4605,"TMPRSS6",-2.177374743,6.47e-05,6.47e-05,-2.177374743,"TMPRSS6","Down"
"2028",4606,"MIR9500",-2.209667672,6.47e-05,6.47e-05,-2.209667672,"MIR9500","Down"
"2029",4609,"CDH3",-1.979338888,6.49e-05,6.49e-05,-1.979338888,"CDH3","Down"
"2030",4612,"ZDHHC17",1.908094819,6.5e-05,6.5e-05,1.908094819,"ZDHHC17","Up"
"2031",4613,"CLCC1",-2.27570541,6.52e-05,6.52e-05,-2.27570541,"CLCC1","Down"
"2032",4614,"B3GNTL1",-2.27570541,6.52e-05,6.52e-05,-2.27570541,"B3GNTL1","Down"
"2033",4617,"ARL11",-2.040973658,6.53e-05,6.53e-05,-2.040973658,"ARL11","Down"
"2034",4619,"LINC00336",-2.121105516,6.55e-05,6.55e-05,-2.121105516,"LINC00336","Down"
"2035",4621,"POU5F2",-2.042334448,6.55e-05,6.55e-05,-2.042334448,"POU5F2","Down"
"2036",4622,"SEL1L2",1.905247484,6.55e-05,6.55e-05,1.905247484,"SEL1L2","Up"
"2037",4624,"TSPAN11",1.935830239,6.57e-05,6.57e-05,1.935830239,"TSPAN11","Up"
"2038",4625,"KCNIP4",1.916288665,6.59e-05,6.59e-05,1.916288665,"KCNIP4","Up"
"2039",4626,"SPRY1",1.924342217,6.6e-05,6.6e-05,1.924342217,"SPRY1","Up"
"2040",4627,"LOC101928682",-2.299607566,6.61e-05,6.61e-05,-2.299607566,"LOC101928682","Down"
"2041",4628,"KLKB1",-2.351739134,6.61e-05,6.61e-05,-2.351739134,"KLKB1","Down"
"2042",4629,"ALOX12P2",-2.299607566,6.61e-05,6.61e-05,-2.299607566,"ALOX12P2","Down"
"2043",4631,"SNORD116-10",-2.351739134,6.61e-05,6.61e-05,-2.351739134,"SNORD116-10","Down"
"2044",4645,"PTPRVP",-2.141318423,6.64e-05,6.64e-05,-2.141318423,"PTPRVP","Down"
"2045",4647,"USH1C",-2.021516164,6.67e-05,6.67e-05,-2.021516164,"USH1C","Down"
"2046",4654,"LACTB2-AS1",1.916976396,6.69e-05,6.69e-05,1.916976396,"LACTB2-AS1","Up"
"2047",4656,"CCM2L",-2.073114358,6.71e-05,6.71e-05,-2.073114358,"CCM2L","Down"
"2048",4658,"MIR3684",1.904068012,6.72e-05,6.72e-05,1.904068012,"MIR3684","Up"
"2049",4659,"NEPRO",1.919492395,6.72e-05,6.72e-05,1.919492395,"NEPRO","Up"
"2050",4667,"LINC01100",-2.222666565,6.74e-05,6.74e-05,-2.222666565,"LINC01100","Down"
"2051",4668,"MIR554",-2.222666565,6.74e-05,6.74e-05,-2.222666565,"MIR554","Down"
"2052",4669,"TMEM64",1.903591223,6.75e-05,6.75e-05,1.903591223,"TMEM64","Up"
"2053",4670,"PDZD2",1.921945955,6.77e-05,6.77e-05,1.921945955,"PDZD2","Up"
"2054",4671,"ADAMTS12",1.91935528,6.78e-05,6.78e-05,1.91935528,"ADAMTS12","Up"
"2055",4675,"CLUAP1",-2.296867335,6.8e-05,6.8e-05,-2.296867335,"CLUAP1","Down"
"2056",4676,"MIR4319",-2.254025169,6.8e-05,6.8e-05,-2.254025169,"MIR4319","Down"
"2057",4677,"SLC2A5",-2.296867335,6.8e-05,6.8e-05,-2.296867335,"SLC2A5","Down"
"2058",4678,"TTLL10",-2.021599312,6.82e-05,6.82e-05,-2.021599312,"TTLL10","Down"
"2059",4679,"CDO1",1.918259606,6.83e-05,6.83e-05,1.918259606,"CDO1","Up"
"2060",4689,"NIBAN3",-2.388216086,6.89e-05,6.89e-05,-2.388216086,"NIBAN3","Down"
"2061",4691,"LINC00601",-2.388216086,6.89e-05,6.89e-05,-2.388216086,"LINC00601","Down"
"2062",4692,"ZSCAN1",-2.388216086,6.89e-05,6.89e-05,-2.388216086,"ZSCAN1","Down"
"2063",4693,"TFAM",1.904870296,6.91e-05,6.91e-05,1.904870296,"TFAM","Up"
"2064",4695,"TIE1",-2.134650191,6.92e-05,6.92e-05,-2.134650191,"TIE1","Down"
"2065",4696,"GFRA4",-2.162038518,6.92e-05,6.92e-05,-2.162038518,"GFRA4","Down"
"2066",4699,"SALRNA2",-2.162038518,6.92e-05,6.92e-05,-2.162038518,"SALRNA2","Down"
"2067",4700,"IFI27",-2.179707104,6.92e-05,6.92e-05,-2.179707104,"IFI27","Down"
"2068",4713,"GRID2",1.901626185,6.92e-05,6.92e-05,1.901626185,"GRID2","Up"
"2069",4714,"CCNA1",1.913491018,6.93e-05,6.93e-05,1.913491018,"CCNA1","Up"
"2070",4716,"LINC02135",-2.079996744,6.95e-05,6.95e-05,-2.079996744,"LINC02135","Down"
"2071",4717,"LINC02206",-2.27500506,6.96e-05,6.96e-05,-2.27500506,"LINC02206","Down"
"2072",4720,"PPP1R12A",1.897029863,6.98e-05,6.98e-05,1.897029863,"PPP1R12A","Up"
"2073",4721,"IL18R1",1.932942787,6.98e-05,6.98e-05,1.932942787,"IL18R1","Up"
"2074",4724,"SPATA32",-2.080466423,7.02e-05,7.02e-05,-2.080466423,"SPATA32","Down"
"2075",4725,"NCALD",2.01926791,7.04e-05,7.04e-05,2.01926791,"NCALD","Up"
"2076",4726,"TOR4A",-2.014350207,7.04e-05,7.04e-05,-2.014350207,"TOR4A","Down"
"2077",4727,"SUN5",-2.200260587,7.05e-05,7.05e-05,-2.200260587,"SUN5","Down"
"2078",4728,"PPP1R12A-AS1",1.895796235,7.05e-05,7.05e-05,1.895796235,"PPP1R12A-AS1","Up"
"2079",4731,"LINC01395",-2.144188477,7.06e-05,7.06e-05,-2.144188477,"LINC01395","Down"
"2080",4732,"PRKG1",1.926723286,7.09e-05,7.09e-05,1.926723286,"PRKG1","Up"
"2081",4734,"PLEKHA4",-2.10533,7.12e-05,7.12e-05,-2.10533,"PLEKHA4","Down"
"2082",4737,"MIR9-3HG",-2.063818295,7.14e-05,7.14e-05,-2.063818295,"MIR9-3HG","Down"
"2083",4738,"SNORD135",-2.046576878,7.14e-05,7.14e-05,-2.046576878,"SNORD135","Down"
"2084",4740,"LINC02800",-2.140235603,7.17e-05,7.17e-05,-2.140235603,"LINC02800","Down"
"2085",4741,"UNQ6494",-2.114323098,7.17e-05,7.17e-05,-2.114323098,"UNQ6494","Down"
"2086",4742,"DNAH17-AS1",-2.032244489,7.18e-05,7.18e-05,-2.032244489,"DNAH17-AS1","Down"
"2087",4743,"DPH5",1.912187537,7.19e-05,7.19e-05,1.912187537,"DPH5","Up"
"2088",4745,"MIR3185",-2.104329157,7.2e-05,7.2e-05,-2.104329157,"MIR3185","Down"
"2089",4746,"CYFIP2",-2.002195866,7.2e-05,7.2e-05,-2.002195866,"CYFIP2","Down"
"2090",4747,"CCDC191",1.903250128,7.21e-05,7.21e-05,1.903250128,"CCDC191","Up"
"2091",4751,"LOC101929526",-2.190278915,7.23e-05,7.23e-05,-2.190278915,"LOC101929526","Down"
"2092",4752,"LINC00659",-2.112632778,7.26e-05,7.26e-05,-2.112632778,"LINC00659","Down"
"2093",4753,"RGL3",-1.988598988,7.27e-05,7.27e-05,-1.988598988,"RGL3","Down"
"2094",4755,"LINC00276",-1.93749333,7.28e-05,7.28e-05,-1.93749333,"LINC00276","Down"
"2095",4756,"DOC2GP",-2.004389233,7.28e-05,7.28e-05,-2.004389233,"DOC2GP","Down"
"2096",4757,"C8B",-2.298984843,7.31e-05,7.31e-05,-2.298984843,"C8B","Down"
"2097",4758,"MIR103A2",-2.298984843,7.31e-05,7.31e-05,-2.298984843,"MIR103A2","Down"
"2098",4759,"MDGA2",1.898530218,7.33e-05,7.33e-05,1.898530218,"MDGA2","Up"
"2099",4760,"ATG12",1.900841221,7.33e-05,7.33e-05,1.900841221,"ATG12","Up"
"2100",4765,"ESRP1",-1.909779291,7.34e-05,7.34e-05,-1.909779291,"ESRP1","Down"
"2101",4771,"MPDZ",1.898850983,7.35e-05,7.35e-05,1.898850983,"MPDZ","Up"
"2102",4774,"RCBTB2",1.897129109,7.36e-05,7.36e-05,1.897129109,"RCBTB2","Up"
"2103",4779,"LARGE2",-1.946766888,7.4e-05,7.4e-05,-1.946766888,"LARGE2","Down"
"2104",4781,"TFF3",-2.109605585,7.4e-05,7.4e-05,-2.109605585,"TFF3","Down"
"2105",4782,"GP9",-2.109605585,7.4e-05,7.4e-05,-2.109605585,"GP9","Down"
"2106",4790,"ZNF470",1.967366793,7.41e-05,7.41e-05,1.967366793,"ZNF470","Up"
"2107",4791,"DMTN",-2.024678555,7.42e-05,7.42e-05,-2.024678555,"DMTN","Down"
"2108",4794,"TMEM215",1.908830014,7.45e-05,7.45e-05,1.908830014,"TMEM215","Up"
"2109",4797,"TAGAP",-2.108289777,7.47e-05,7.47e-05,-2.108289777,"TAGAP","Down"
"2110",4799,"LOC101929140",1.910274604,7.48e-05,7.48e-05,1.910274604,"LOC101929140","Up"
"2111",4800,"METTL25",1.888705221,7.48e-05,7.48e-05,1.888705221,"METTL25","Up"
"2112",4807,"NKX2-6",-1.956406698,7.49e-05,7.49e-05,-1.956406698,"NKX2-6","Down"
"2113",4808,"VSTM1",-2.492093044,7.49e-05,7.49e-05,-2.492093044,"VSTM1","Down"
"2114",4811,"KLHL8",1.904186668,7.49e-05,7.49e-05,1.904186668,"KLHL8","Up"
"2115",4816,"SNORD45A",1.904058691,7.55e-05,7.55e-05,1.904058691,"SNORD45A","Up"
"2116",4817,"KBTBD6",1.907485462,7.56e-05,7.56e-05,1.907485462,"KBTBD6","Up"
"2117",4818,"FCER2",-2.202334584,7.58e-05,7.58e-05,-2.202334584,"FCER2","Down"
"2118",4819,"CLTRN",-2.202334584,7.58e-05,7.58e-05,-2.202334584,"CLTRN","Down"
"2119",4820,"LINC00927",-2.202334584,7.58e-05,7.58e-05,-2.202334584,"LINC00927","Down"
"2120",4821,"CCDC59",1.887064397,7.59e-05,7.59e-05,1.887064397,"CCDC59","Up"
"2121",4822,"MIR642B",-2.232353847,7.59e-05,7.59e-05,-2.232353847,"MIR642B","Down"
"2122",4824,"ACE",-2.067298157,7.61e-05,7.61e-05,-2.067298157,"ACE","Down"
"2123",4826,"LOC389641",-2.010814725,7.62e-05,7.62e-05,-2.010814725,"LOC389641","Down"
"2124",4827,"SNORD139",-2.010814725,7.62e-05,7.62e-05,-2.010814725,"SNORD139","Down"
"2125",4828,"TMC2",-2.115554974,7.62e-05,7.62e-05,-2.115554974,"TMC2","Down"
"2126",4829,"CARD8",-2.553538825,7.62e-05,7.62e-05,-2.553538825,"CARD8","Down"
"2127",4830,"MIR517B",-2.553538825,7.62e-05,7.62e-05,-2.553538825,"MIR517B","Down"
"2128",4836,"OR5AS1",2.169582101,7.67e-05,7.67e-05,2.169582101,"OR5AS1","Up"
"2129",4846,"CA2",1.901363298,7.7e-05,7.7e-05,1.901363298,"CA2","Up"
"2130",4847,"SNORD69",-2.327925141,7.7e-05,7.7e-05,-2.327925141,"SNORD69","Down"
"2131",4848,"SNORA50B",-2.384118244,7.7e-05,7.7e-05,-2.384118244,"SNORA50B","Down"
"2132",4849,"MIR8065",-2.384118244,7.7e-05,7.7e-05,-2.384118244,"MIR8065","Down"
"2133",4850,"LINC01842",-2.327925141,7.7e-05,7.7e-05,-2.327925141,"LINC01842","Down"
"2134",4851,"HBA1",-2.384118244,7.7e-05,7.7e-05,-2.384118244,"HBA1","Down"
"2135",4852,"GPBAR1",-1.9772313,7.71e-05,7.71e-05,-1.9772313,"GPBAR1","Down"
