,Gene Name,D0 vs. D45 Log2 Fold Change,D0 vs. D45 p-value
1444,8-Mar,2.339675191,1.95e-06
1445,GPX5,-2.814354553,1.95e-06
1452,MIR6083,-2.644609796,2e-06
1453,RBPMS2,-2.695216357,2e-06
1455,VOPP1,2.337322589,2.01e-06
1456,ZNF33A,2.328015985,2.01e-06
1471,RIC1,2.304596652,2.02e-06
1474,UGCG,2.312744247,2.03e-06
1476,KIAA1586,2.368040582,2.07e-06
1478,ZBTB20,2.443755129,2.07e-06
1479,RCL1,2.292764132,2.08e-06
1483,GHR,2.302525836,2.09e-06
1484,DDAH1,2.309433385,2.09e-06
1485,ZNF273,2.345939433,2.1e-06
1487,TCF4,2.372768995,2.11e-06
1490,TPCN1,-2.431884163,2.11e-06
1492,MIR590,-2.932007895,2.13e-06
1493,VAMP7,2.359160585,2.13e-06
1498,NECTIN3-AS1,2.298492236,2.16e-06
1499,TRHR,2.405157683,2.17e-06
1500,SKP2,2.295754916,2.17e-06
1502,MMUT,2.303730589,2.18e-06
1503,SEMA6B,-2.663281898,2.2e-06
1504,HAPLN3,-2.400436029,2.21e-06
1511,MIR320E,-2.65669656,2.21e-06
1512,ANXA9,-2.466752134,2.22e-06
1513,COG6,2.340140987,2.22e-06
1515,PLCB1,2.299672308,2.24e-06
1519,MANEA-DT,2.292197059,2.26e-06
1522,LINGO1,-2.586032328,2.28e-06
1523,GSTZ1,-2.466050002,2.29e-06
1524,ZNF714,2.374589403,2.32e-06
1528,CENPQ,2.296217961,2.32e-06
1529,LINC01739,2.479121028,2.33e-06
1530,NEDD4L,-2.432612578,2.33e-06
1532,ADAMTS20,2.283453946,2.35e-06
1533,KAT2B,2.289865765,2.36e-06
1534,PARVB,-2.605169433,2.36e-06
1535,RAB18,2.302579159,2.37e-06
1538,GOLGA6C,-4.486076568,2.38e-06
1539,ARHGAP27P1,-2.433417712,2.39e-06
1540,CCSER1,2.296143377,2.39e-06
1545,MANEA,2.284652581,2.44e-06
1546,,-2.464393935,2.45e-06
1547,PNPLA5,-2.464393935,2.45e-06
1548,CRHR2,-2.485401228,2.45e-06
1552,ABCB7,2.435905113,2.46e-06
1557,HMGCR,2.281424188,2.47e-06
1558,PAXIP1-AS1,2.305316565,2.49e-06
1559,LOC100288748,-2.303164171,2.49e-06
1562,LMBRD2,2.281276475,2.49e-06
1563,MIB1,2.296344232,2.5e-06
1564,LINC01975,-2.591580759,2.5e-06
1567,PCAT18,-2.61900589,2.52e-06
1568,GABRA3,2.334271446,2.56e-06
1569,TBC1D19,2.296825375,2.57e-06
1572,TMEM167A,2.277866168,2.59e-06
1573,XRCC4,2.277866168,2.59e-06
1574,NCF4,-2.620690376,2.6e-06
1577,AVIL,-2.418057874,2.61e-06
1578,FLJ45513,-2.613270451,2.63e-06
1579,HPAT5,-2.613270451,2.63e-06
1580,RIMKLB,2.291607489,2.64e-06
1581,NIPAL1,2.28151617,2.64e-06
1582,CD300LB,-2.646993498,2.65e-06
1583,LOC441242,2.326358303,2.65e-06
1584,GABPA,2.279476191,2.65e-06
1590,HESX1,-2.522536032,2.68e-06
1591,FPGT,2.275899193,2.68e-06
1594,FPGT-TNNI3K,2.275899193,2.68e-06
1595,LRRIQ3,2.275899193,2.68e-06
1598,PAXIP1,2.298709479,2.69e-06
1600,CATSPER4,-2.461941935,2.7e-06
1601,VBP1,2.306458409,2.72e-06
1603,RNF103,2.293233299,2.75e-06
1606,FUT1,-2.400379385,2.77e-06
1608,LRIF1,2.299779235,2.78e-06
1611,INMT,-2.590383483,2.8e-06
1612,INMT-MINDY4,-2.590383483,2.8e-06
1614,NOVA1,2.263867547,2.81e-06
1617,TCL1A,-2.770681404,2.83e-06
1620,MST1R,-2.3969532,2.83e-06
1623,RESF1,2.308136941,2.84e-06
1624,OLFM4,-2.476440219,2.89e-06
1625,ATP5PF,2.27050781,2.9e-06
1639,C6orf132,-2.416236922,2.95e-06
1640,ERLNC1,-2.666931753,2.96e-06
1641,PLAC1,-2.475019444,2.97e-06
1642,LINC02588,2.257924316,2.97e-06
1643,RASSF8,2.271024467,3e-06
1645,CCT6P1,2.315089784,3.02e-06
1646,IKZF2,2.253890478,3.04e-06
1648,LOC101928100,2.297817156,3.05e-06
1649,MORN3,-2.466103674,3.07e-06
1651,WASHC2A,2.481743909,3.09e-06
1652,FAM21EP,2.481743909,3.09e-06
1655,USP7,-2.539666906,3.11e-06
1657,PTGIS,-2.380725723,3.12e-06
1658,CCDC155,-2.722319148,3.12e-06
1659,LOC100335030,-2.722319148,3.12e-06
1660,FAM167A-AS1,-3.070043444,3.14e-06
1661,VSTM2A-OT1,2.485930249,3.15e-06
1662,LINC01429,-2.716293232,3.17e-06
1663,GBE1,2.251513868,3.18e-06
1664,TPK1,2.256532983,3.2e-06
1683,UPRT,2.407438224,3.24e-06
1684,MEG3,-2.499828986,3.26e-06
1685,ADGRE1,-3.808152327,3.27e-06
1690,SNORD115-41,-2.880544578,3.28e-06
1691,LTF,-2.516673941,3.3e-06
1693,TRAK1,-2.642152478,3.32e-06
1697,NADK2,2.243678278,3.35e-06
1699,CRISPLD1,2.244912262,3.36e-06
1700,MIR326,-2.489151035,3.37e-06
1701,AKNA,-2.511666083,3.37e-06
1703,ENPP1,2.249341469,3.39e-06
1705,WNT8A,-2.589687775,3.39e-06
1706,C1QB,-2.589687775,3.39e-06
1709,ARMCX4,2.291891709,3.4e-06
1713,COL11A1,2.242497494,3.41e-06
1715,CAPG,-2.48145797,3.42e-06
1717,FLJ44635,2.410561307,3.43e-06
1718,SCNN1A,-2.338026426,3.44e-06
1719,SIGIRR,-2.404504295,3.45e-06
1722,SLC51A,-2.395648999,3.47e-06
1723,PTK2B,-2.395648999,3.47e-06
1726,OTUD7A,2.27148985,3.55e-06
1728,C16orf89,-2.753413479,3.57e-06
1730,LOC101928295,-2.753413479,3.57e-06
1731,KCNIP2,-2.350005426,3.57e-06
1735,PKP2,2.24958981,3.58e-06
1737,MGAT4A,2.304939314,3.58e-06
1738,TUSC1,2.248168162,3.59e-06
1739,CCNJ,2.257659346,3.59e-06
1742,CPNE8,2.247744368,3.63e-06
1743,ZC4H2,2.279603428,3.63e-06
1745,GRAMD1A,-2.748338835,3.63e-06
1746,LINC02213,-2.56034905,3.63e-06
1751,RABGAP1L,2.252901581,3.66e-06
1756,RXYLT1,2.241678385,3.67e-06
1757,LPIN2,2.247689113,3.67e-06
1758,ADAD2,-2.491255966,3.68e-06
1760,LOC105374972,-2.809351732,3.69e-06
1761,CNR2,-2.809351732,3.69e-06
1763,HLA-DOA,-2.400882368,3.7e-06
1765,LGR6,-2.363333845,3.72e-06
1766,GOPC,2.243038698,3.74e-06
1768,FAM98A,2.242620247,3.75e-06
1770,GDPD3,-2.461232699,3.75e-06
1771,HMGCLL1,2.251924339,3.75e-06
1778,SPICE1,2.254696147,3.76e-06
1780,TMIGD2,-2.663871156,3.76e-06
1783,RPL19P12,-2.663871156,3.76e-06
1785,IZUMO1,-2.396973488,3.76e-06
1789,LCTL,-2.368403849,3.77e-06
1791,ARHGAP8,-2.460602817,3.77e-06
1794,ZNF559-ZNF177,-3.035338972,3.79e-06
1795,DIO1,-2.605386965,3.8e-06
1808,SNORD18B,-2.939928702,3.84e-06
1810,HRH1,-2.596994946,3.89e-06
1814,ANKRD20A11P,2.58618085,3.91e-06
1815,BCL6B,-2.299022172,3.93e-06
1816,BACH1,2.233448647,3.95e-06
1817,SMC2,2.225961193,3.96e-06
1818,MCF2L,-2.545094057,3.96e-06
1821,XAF1,-2.582397123,3.96e-06
1822,MUCL3,-2.476758823,3.98e-06
1824,RAP2C-AS1,2.234606254,3.99e-06
1826,ZDHHC2,2.239296091,4e-06
1828,CDYL2,2.317631218,4.03e-06
1832,FYN,-2.467136976,4.07e-06
1833,CCDC197,-2.403147315,4.07e-06
1836,NR5A1,-2.443229692,4.08e-06
1837,SRI,2.230200434,4.08e-06
1839,CTSK,-2.671054279,4.08e-06
1841,STARD3NL,2.221065073,4.08e-06
1849,VPREB3,-2.562462768,4.11e-06
1850,LINC01583,-2.789274067,4.12e-06
1851,DYSF,-2.331501987,4.13e-06
1858,EHBP1,2.222056483,4.13e-06
1860,CSTF2,2.274590852,4.15e-06
1863,SLC12A4,-2.458419244,4.16e-06
1864,ELF3,-2.30009549,4.16e-06
1866,C2CD5,2.223798644,4.21e-06
1871,TMEM45A,2.21987635,4.22e-06
1874,ATP2C2-AS1,-3.340284548,4.3e-06
1875,PEBP4,-2.781411321,4.31e-06
1877,B4GALT6,2.217831635,4.34e-06
1879,MZB1,-2.388861309,4.39e-06
1880,MIR320B2,-2.681139361,4.42e-06
1881,ZNF683,-2.681139361,4.42e-06
1884,ADAM22,2.213854173,4.42e-06
1893,MIR146B,-2.447530031,4.44e-06
1907,SMIM25,-2.477171869,4.47e-06
1908,FNTA,2.246676648,4.47e-06
1910,MIR1914,-2.398623112,4.47e-06
1912,VGLL3,2.218777538,4.52e-06
1916,SMCHD1,2.224574309,4.55e-06
1917,MIR6889,-2.67327131,4.55e-06
1918,CTNND2,2.210947684,4.57e-06
1921,JAKMIP1,-2.588912563,4.57e-06
1923,ARHGAP45,-2.327688022,4.59e-06
1924,LOC105374344,-2.539081624,4.59e-06
1933,PATL1,2.228189711,4.62e-06
1943,LOC642846,2.356891303,4.66e-06
1944,PHACTR2,2.315130705,4.69e-06
1946,LINC01626,2.207755615,4.71e-06
1947,SERPINA11,-2.522587245,4.71e-06
1948,LINC02520,-2.522587245,4.71e-06
1949,SHOX,-2.529676033,4.72e-06
1950,FUT2,-2.529676033,4.72e-06
1953,MMP25,-2.388233842,4.73e-06
1954,CTNNA2,2.204505329,4.76e-06
1957,CCDC13-AS1,-2.384324317,4.78e-06
1958,MAGEB1,-2.342184892,4.84e-06
1961,C2orf88,2.221963428,4.87e-06
1963,PPP1R3C,2.22292354,4.92e-06
1964,CRPPA,2.210037825,4.92e-06
1970,ARHGEF9,2.235057208,4.95e-06
1991,SLC30A4,2.2802068,4.97e-06
1993,MIR1273C,-2.755909123,4.97e-06
1995,TAGLN,-2.316108307,4.99e-06
1996,LINC00472,2.200888773,5.01e-06
2000,FIP1L1,2.252298509,5.01e-06
2002,PRMT6,2.210343878,5.02e-06
2003,ANGPTL5,2.197860198,5.02e-06
2004,FAM174A,2.204545299,5.06e-06
2005,CNTNAP3P2,2.557643723,5.06e-06
2006,PRKD2,-2.355023695,5.06e-06
2008,KCTD18,2.234677505,5.09e-06
2012,SNORA62,-2.508383584,5.11e-06
2013,ERVFRD-1,-2.651269483,5.14e-06
2014,GP1BA,-2.70974033,5.14e-06
2016,TNFSF18,2.323460559,5.16e-06
2018,GFY,-2.338671393,5.19e-06
2019,TMEM211,-2.562673219,5.19e-06
2020,RLBP1,-2.625434359,5.2e-06
2021,DEPDC1B,2.203457393,5.2e-06
2026,MIR4697,-2.463760445,5.2e-06
2028,PGLYRP1,-2.494669593,5.2e-06
2029,LINC01152,-2.233910815,5.24e-06
2031,MIR4778,-2.911400719,5.25e-06
2032,PTPRD,2.196801754,5.26e-06
2033,NTM-IT,-2.498720211,5.27e-06
2034,SNORD83B,-2.400274547,5.28e-06
2035,PHETA2,-2.482520395,5.28e-06
2036,HUS1B,-2.766217339,5.32e-06
2037,HECTD1,2.210662538,5.33e-06
2038,LOC100128593,-2.541897739,5.33e-06
2039,RECQL,2.191807575,5.36e-06
2043,CEP126,2.189838701,5.39e-06
2045,LCN8,-2.424459868,5.41e-06
2046,CFAP65,-2.52398625,5.44e-06
2049,AEBP2,2.206590254,5.45e-06
2050,ERV3-1,2.293791474,5.51e-06
2053,LINC02189,-2.450303607,5.51e-06
2054,ADAMTS13,-2.531807679,5.52e-06
2055,ERMP1,2.206071189,5.52e-06
2057,CELA2A,-3.123403444,5.54e-06
2058,ZNF559,-3.123403444,5.54e-06
2059,LRRN3,2.250800691,5.54e-06
2061,ANKS1B,2.19034698,5.54e-06
2067,GOLT1B,2.187898216,5.55e-06
2068,C19orf84,-2.441446758,5.57e-06
2069,CPNE5,-2.441446758,5.57e-06
2071,MOG,-2.634094605,5.58e-06
2081,ASPG,-2.296428816,5.59e-06
2082,KCNJ8,2.199859303,5.59e-06
2083,RHBDL2,-2.660100129,5.59e-06
2086,GABRE,2.23150656,5.6e-06
2087,ARHGAP27P1-BPTFP1-KPNA2P3,-2.334674716,5.61e-06
2088,ADGRG5,-2.481132324,5.62e-06
2091,FYB2,-2.303295112,5.65e-06
2092,RPS6KA2,-2.440662241,5.68e-06
2093,RNF212,-2.518551912,5.73e-06
2107,PTPRD-AS2,2.186430475,5.78e-06
2108,CACNG1,-2.503620082,5.8e-06
2109,SH2D3C,-2.471327154,5.8e-06
2112,MIR135B,-2.235839826,5.82e-06
2113,SPOCD1,-2.400608998,5.85e-06
2116,CAMK4,2.189188655,5.86e-06
2119,KBTBD7,2.20953547,5.91e-06
2120,PPIAP46,-2.799734712,5.93e-06
2121,CFAP157,-2.353551015,5.94e-06
2123,PADI4,-2.578474222,5.95e-06
2127,HCG20,-2.595658425,6.03e-06
2128,ERV3-1-ZNF117,2.276319481,6.04e-06
2130,LOC91450,-2.679156868,6.06e-06
2131,KLF8,2.246343058,6.07e-06
2132,PLCB4,2.184600214,6.15e-06
2133,PDE2A,-2.419855982,6.15e-06
2134,MIR21,-2.447244309,6.15e-06
2135,KRT18P55,-2.882297222,6.15e-06
2136,CROCCP3,-2.535639754,6.16e-06
2137,VWA8-AS1,2.209568664,6.18e-06
2139,KLK5,-2.615253526,6.2e-06
2142,SCT,-2.406401157,6.2e-06
2143,ANO6,2.203757007,6.23e-06
2146,MAST3,-2.356476097,6.26e-06
2147,STRA6,-2.308669519,6.27e-06
2148,AKR7A2P1,-2.638749529,6.29e-06
2149,DTX4,2.196370808,6.31e-06
2150,SNORA93,-2.545201226,6.31e-06
2151,CCL13,-2.981679263,6.36e-06
2152,DCDC2,-2.981679263,6.36e-06
2153,RPS6KA6,2.193796274,6.37e-06
2154,MAGEE1,2.223664715,6.4e-06
2156,DPEP1,-2.37613887,6.42e-06
2157,HGSNAT,2.19140059,6.46e-06
2161,RAB39B,2.25919789,6.47e-06
2162,EPHB6,2.194345554,6.53e-06
2165,CCDC36,-2.628926914,6.58e-06
2166,ALDH3B2,-2.628926914,6.58e-06
2167,SPATA3-AS1,-2.687397761,6.58e-06
2168,SERPINB6,-2.401014786,6.6e-06
2169,LOC105376731,-2.401014786,6.6e-06
2171,FUT3,-2.963320446,6.71e-06
2174,PHF3,2.177103763,6.73e-06
2175,JAML,-2.482407971,6.73e-06
2178,GREB1,-2.468995201,6.77e-06
2179,TCTN3,2.179524235,6.77e-06
2180,GLMN,2.183670904,6.79e-06
2182,WDR72,-3.106910884,6.79e-06
2184,TIGD2,2.181014976,6.81e-06
2185,GUF1,2.181169235,6.82e-06
2193,USP27X,2.19207518,6.91e-06
2195,RPAP2,2.179409794,6.95e-06
2196,VWA8,2.195350141,6.95e-06
2197,MIR3176,-2.527515039,6.97e-06
2198,LRG1,-2.527515039,6.97e-06
2199,CD207,-2.570357205,6.97e-06
2200,YAF2,2.176187781,6.99e-06
2208,ZNF641,2.199293633,7.04e-06
2209,KIAA1841,2.181105054,7.05e-06
2214,UCMA,-2.493313234,7.05e-06
2217,C1orf167,-2.434868326,7.07e-06
2218,ECSCR,-2.4227615,7.08e-06
2224,ARHGDIB,2.246777499,7.15e-06
2225,LINC01324,2.311097683,7.17e-06
2226,CNKSR2,2.162401442,7.17e-06
2235,TP53,-2.58594542,7.22e-06
2238,AGL,2.167319556,7.22e-06
2242,DPEP3,-2.560112738,7.29e-06
2245,CBX3P2,2.173332685,7.31e-06
2246,SLC35A5,2.165497865,7.33e-06
2247,SDS,-2.538329611,7.34e-06
2248,KIF20B,2.159878291,7.34e-06
2250,FAM133A,2.16565985,7.37e-06
2253,MIR6080,-2.273208595,7.37e-06
2254,TMBIM7P,-2.360765905,7.4e-06
2257,ABCA9-AS1,-2.606232882,7.45e-06
2258,SPATA3,-2.664703729,7.45e-06
2265,CASK,2.167044767,7.46e-06
2268,IL12RB1,-2.332508001,7.46e-06
2269,NPFFR2,2.185266466,7.52e-06
2275,ATG3,2.161815325,7.52e-06
2278,PIP5K1P1,-2.851687593,7.54e-06
2279,FAM227B,2.166029068,7.54e-06
2281,BEST2,-2.389147804,7.55e-06
2283,C10orf55,-2.574921609,7.58e-06
2285,RAC2,-2.394996931,7.58e-06
2286,MIR4447,-2.294293861,7.6e-06
2287,GOLT1A,-2.294293861,7.6e-06
2290,F12,-2.703511144,7.61e-06
2292,PLEKHA8P1,2.180454026,7.61e-06
2293,SNORD36A,-2.373362927,7.63e-06
2294,LRRC2-AS1,-2.549130603,7.66e-06
2295,MIR635,-2.464913787,7.68e-06
2296,DTWD1,2.163704432,7.68e-06
2298,RNF186,-2.477728657,7.69e-06
2299,SNORA71C,-2.492470235,7.7e-06
2300,TTC21B,2.150535339,7.73e-06
2301,TMX4,2.157198922,7.76e-06
2302,ASAH2B,2.215307116,7.78e-06
2304,NAB1,2.162195626,7.85e-06
2306,SLC25A41,-2.655338816,7.85e-06
2309,LHFPL3-AS2,-2.41219295,7.88e-06
2315,TRIM68,2.151241922,7.89e-06
2317,PTPN7,-2.36820521,7.95e-06
2318,LOC100131496,-2.22021797,7.95e-06
2319,STEAP2-AS1,2.155548633,7.98e-06
2320,BNIPL,-2.617078207,7.99e-06
2322,CCDC160,2.191520783,7.99e-06
2324,PRSS22,-2.372473219,8.01e-06
2326,MIR7161,-2.488517479,8.02e-06
2327,DNAJB7,-2.771759923,8.02e-06
2328,SLC25A40,2.147919874,8.03e-06
2329,LINC02255,-2.46630142,8.05e-06
2330,HIF3A,-2.279236685,8.07e-06
2331,CRIP3,-2.33381049,8.07e-06
2334,RAB23,2.162389967,8.14e-06
2336,GOLGB1,2.153898174,8.14e-06
2337,PHKB,2.206558299,8.15e-06
2340,ITFG1,2.206558299,8.15e-06
2343,ZNF25,2.155138415,8.18e-06
2369,SDK1,-2.430559877,8.2e-06
2370,MIR6882,-2.286597244,8.21e-06
2371,TSPEAR-AS2,-2.272595061,8.22e-06
2373,SMAD1,2.157268903,8.26e-06
2385,OR2AT4,-2.711625207,8.3e-06
2386,PCDHA13,-2.711625207,8.3e-06
2387,EPCAM,-2.239870381,8.31e-06
2388,ST14,-2.286939635,8.35e-06
2391,MASP2,-2.392977927,8.39e-06
2393,ITGB2,-2.392977927,8.39e-06
2394,ABCD3,2.157996789,8.41e-06
2396,NAP1L3,2.150327553,8.43e-06
2397,CROT,2.140484234,8.45e-06
2400,ZNF790-AS1,-3.253014541,8.45e-06
2403,TMEM92-AS1,-2.766061169,8.47e-06
2404,ALOX15P1,-2.766061169,8.47e-06
2405,GJB7,-2.529784202,8.52e-06
2407,MEIOC,-2.296155027,8.58e-06
2408,LOC100129878,-2.316574082,8.58e-06
2409,IBA57,-2.335893473,8.58e-06
2410,TP53TG1,2.138277332,8.62e-06
2411,LINC02130,-2.428713416,8.64e-06
2412,PARVG,-2.461006344,8.64e-06
2413,LINC02604,-2.428713416,8.64e-06
2414,MIR150,-2.295477985,8.66e-06
2416,TMC6,-2.251055575,8.66e-06
2418,CNTNAP3B,2.499692277,8.67e-06
2419,KCNAB1-AS1,-2.366870024,8.67e-06
2420,DBF4,2.138888321,8.71e-06
2424,USP27X-AS1,2.167936453,8.76e-06
2425,SUCLG1,2.165235324,8.77e-06
2426,ELOA2,-2.45001302,8.81e-06
2429,LOC101929679,-2.388229564,8.83e-06
2430,VIL1,-2.3755595,8.87e-06
2431,PABPC5-AS1,2.145848668,8.93e-06
2432,LOC440570,-2.631120932,8.95e-06
2442,TCEA2,-2.32903188,8.97e-06
2443,KCNJ1,-2.565788083,9e-06
2445,ACOT1,-2.565788083,9e-06
2448,C1orf87,-2.238380068,9.04e-06
2449,LOC107986453,-2.399262345,9.11e-06
2450,BBX,2.141618803,9.14e-06
2453,STEAP2,2.139089744,9.16e-06
2458,RAP1A,2.161080402,9.17e-06
2459,LOC107985184,2.158451023,9.2e-06
2460,C7orf57,2.147182306,9.21e-06
2461,ARHGAP40,-2.40629688,9.23e-06
2463,MEIOB,-2.475610787,9.28e-06
2465,CLDN14,-2.475610787,9.28e-06
2466,TMEM106B,2.131086701,9.29e-06
2467,SLAIN2,2.132055821,9.29e-06
2468,ANKK1,-2.314400998,9.29e-06
2469,LINC01278,2.199450125,9.29e-06
2476,B3GALT2,2.23111153,9.33e-06
2477,CSGALNACT2,2.202057599,9.35e-06
2481,TMPRSS13,-2.446517386,9.37e-06
2486,LINC00511,-2.534320779,9.38e-06
2487,LOC105373609,-2.491478613,9.38e-06
2488,C16orf90,-2.534320779,9.38e-06
2490,PIK3CD-AS1,-2.491478613,9.38e-06
2492,RPL13AP6,-2.921476909,9.43e-06
2493,SNCA,2.136102549,9.49e-06
2494,RAP1B,2.144273524,9.51e-06
2500,LINC00895,-2.686123009,9.53e-06
2501,C17orf98,-2.686123009,9.53e-06
2502,KCNA3,2.159666475,9.56e-06
2506,CDH18,2.145893439,9.58e-06
2512,GRIP1,2.239419351,9.58e-06
2514,MDM1,2.140402537,9.59e-06
2517,GPR55,-2.305884814,9.59e-06
2518,DRAM2,2.15028688,9.65e-06
2523,CEPT1,2.15028688,9.65e-06
2542,SLFN13,-2.264466516,9.7e-06
2543,NEDD4,2.15085049,9.72e-06
2545,PABPC5,2.134793545,9.74e-06
2546,SACS,2.153600621,9.76e-06
2547,LOC101929613,-2.386214797,9.79e-06
2550,ITIH1,-2.463154511,9.79e-06
2551,LYPD4,-2.503594693,9.79e-06
2552,EFR3A,2.145801837,9.82e-06
2560,KLHDC7A,-2.258425003,9.86e-06
2561,DEPDC1,2.125916815,9.89e-06
2563,EPHX3,-2.209575672,9.89e-06
2567,POU5F1P4,-2.822267392,9.95e-06
2568,SPATA21,-2.73573405,9.95e-06
2571,SCAF11,2.133941153,9.97e-06
2572,CELF2-AS1,-2.297724033,1.01e-05
2576,DEPDC1-AS1,2.123760377,1.01e-05
2577,LOC110091768,-2.67658078,1.02e-05
2578,APCDD1L,-2.335056858,1.02e-05
2580,PLVAP,-2.403860555,1.03e-05
2581,LURAP1L,2.132363342,1.04e-05
2582,DCLK3,-2.345186834,1.04e-05
2584,TMEM200C,2.143393478,1.04e-05
2585,NLRP1,-2.411472418,1.05e-05
2590,MDH1,2.128335194,1.05e-05
2592,SRARP,-2.510174838,1.06e-05
2593,PITRM1-AS1,-2.470841684,1.06e-05
2594,LOC101927954,-2.470841684,1.06e-05
2595,TNRC6C-AS1,-2.378862197,1.06e-05
2596,MT1G,-2.378862197,1.06e-05
2598,CYP11A1,-2.324520519,1.06e-05
2600,MIR518C,-2.819319126,1.06e-05
2601,MIR4324,-2.917652644,1.06e-05
2602,MRTFA-AS1,-2.917652644,1.06e-05
2603,LOC649352,-3.249025266,1.06e-05
2604,CELA3B,-3.465495724,1.06e-05
2605,MIR5009,-3.465495724,1.06e-05
2606,LOC645513,2.140489964,1.07e-05
2607,GTF2IP12,2.140489964,1.07e-05
2608,GPR4,-2.420093403,1.07e-05
2609,CHMP3,2.160297234,1.07e-05
2613,FOCAD-AS1,2.116772724,1.07e-05
2614,ADH1C,2.347303426,1.07e-05
2616,CLEC10A,-2.532531777,1.07e-05
2618,LINC01698,-2.584663345,1.07e-05
2619,LINC02257,-2.532531777,1.07e-05
2621,OTOP1,-2.485908506,1.08e-05
2622,LOC101928123,-2.445468324,1.08e-05
2625,TEX19,-2.618215793,1.09e-05
2626,C3orf56,-2.618215793,1.09e-05
2627,KLF17,-2.618215793,1.09e-05
2628,C22orf42,-2.618215793,1.09e-05
2629,ZNF658,2.338526234,1.09e-05
2631,USP16,2.138370429,1.1e-05
2632,MIR3654,-2.39958851,1.1e-05
2634,OTOR,-2.39958851,1.1e-05
2637,CD300A,-2.361280871,1.11e-05
2641,TNFRSF8,-2.390323287,1.11e-05
2642,CLK3,-2.361280871,1.11e-05
2643,PIFO,2.133742941,1.11e-05
2645,C11orf86,-2.33772814,1.11e-05
2647,LOC102724691,2.119473345,1.12e-05
2648,SPRY3,2.19643941,1.12e-05
2649,UBE2V2,2.153678097,1.12e-05
2650,PYGO1,2.139864799,1.12e-05
2652,ANO7,-2.340678973,1.13e-05
2654,SLC44A5,2.108828152,1.14e-05
2655,NEXMIF,2.146013161,1.14e-05
2656,P2RY11,-2.308619065,1.14e-05
2657,STARD13,2.237173953,1.14e-05
2658,WDPCP,2.117426859,1.15e-05
2663,MTMR8,2.159333266,1.15e-05
2664,MUC17,-2.323835966,1.15e-05
2666,SNORC,-2.454176983,1.16e-05
2667,FAM3D,-2.454176983,1.16e-05
2668,MIR6069,-2.34395567,1.16e-05
2669,MIR647,-2.288393386,1.16e-05
2670,SCN9A,2.104571359,1.17e-05
2672,LINC02783,-2.606489563,1.17e-05
2673,HIST1H4G,-2.606489563,1.17e-05
2674,MRPS9,2.113795417,1.17e-05
2675,SH3GLB1,2.106072232,1.17e-05
2679,PI16,-2.490295263,1.18e-05
2680,IL21R-AS1,-2.649138138,1.18e-05
2681,MIR371B,-2.649138138,1.18e-05
2682,LINC01251,-2.649138138,1.18e-05
2683,MIR340,-2.649138138,1.18e-05
2684,MIR372,-2.649138138,1.18e-05
2685,LOC101928107,-2.325957974,1.18e-05
2686,LINC01939,-2.325957974,1.18e-05
2687,DMRT2,2.130396775,1.18e-05
2689,LINC00469,-2.355526854,1.19e-05
2690,GABRG3,2.197239368,1.19e-05
2692,CD2AP,2.110301323,1.19e-05
2693,SLC22A14,-2.417095488,1.19e-05
2694,TRIM45,2.117679647,1.2e-05
2696,CLCA4-AS1,2.103576241,1.2e-05
2698,MIR4665,2.102262193,1.2e-05
2702,AR,2.126883496,1.21e-05
2706,UGT1A3,-2.887517029,1.21e-05
2707,KIAA2026,2.101013211,1.21e-05
2708,ZNF239,2.152304297,1.21e-05
2718,H1FOO,-2.359760273,1.22e-05
2719,TMEM229A,2.10172219,1.23e-05
2720,FAM126A,2.105555145,1.23e-05
2723,NKX2-5,-2.214863547,1.23e-05
2726,ZNF451,2.122114128,1.23e-05
2729,CDCP2,-2.314647715,1.24e-05
2731,GNAL,2.165022955,1.24e-05
2732,CLMAT3,-2.371343996,1.25e-05
2741,ITPR2,2.107430183,1.25e-05
2742,CFL2,2.12762043,1.26e-05
2743,PDSS1,2.139448752,1.26e-05
2744,MIR3128,-2.309400489,1.26e-05
2745,LINC00862,-2.288694701,1.26e-05
2746,FLJ36000,-2.524608296,1.26e-05
2747,LEUTX,-2.786207737,1.26e-05
2748,MIR520D,-2.884541255,1.26e-05
2749,SMAP2,-2.884541255,1.26e-05
2750,FCN3,-2.404838411,1.26e-05
2752,PPP2R2C,-2.45451894,1.27e-05
2753,RDH12,-2.714128443,1.27e-05
2754,CENPI,2.131012258,1.28e-05
2755,LRRC58,2.118851664,1.28e-05
2761,SGCA,-2.325227482,1.28e-05
2762,CRB2,-2.301450356,1.28e-05
2764,MSN,2.162435186,1.29e-05
2765,TNFSF13,-2.226238581,1.29e-05
2772,ARNTL2,2.122111152,1.29e-05
2777,VPS9D1-AS1,-2.218662142,1.29e-05
2778,SNORA49,-2.55003978,1.3e-05
2779,CAPS2,2.11115221,1.3e-05
2782,PALM2-AKAP2,2.136349808,1.3e-05
2783,LINC02325,-2.269605314,1.3e-05
2785,LOC102723809,-2.14035562,1.3e-05
2786,MT1JP,-2.413650221,1.31e-05
2787,SIRT2,-2.413650221,1.31e-05
2788,C2orf70,-2.413650221,1.31e-05
2790,RGL4,-2.427562625,1.31e-05
2791,LOC729966,-2.468002807,1.31e-05
2793,ZNF708,2.187786908,1.31e-05
2796,NUBPL,2.133236012,1.33e-05
2798,MMP9,-2.289381607,1.33e-05
